1064	1.47
1065	1.49
1066	1.52
1067	1.54
1068	1.56
1069	1.58
1070	1.60
1071	1.62
1072	1.65
1073	1.67
1074	1.69
1075	1.71
1076	1.73
1077	1.75
1078	1.78
1079	1.80
1080	1.82
1081	1.85
1082	1.87
1083	1.89
1084	1.92
1085	1.94
1086	1.96
1087	1.99
1088	2.01
1089	2.03
1090	2.06
1091	2.08
1092	2.11
1093	2.13
1094	2.16
1095	2.18
1096	2.21
1097	2.23
1098	2.26
1099	2.28
1100	2.31
1101	2.34
1102	2.36
1103	2.38
1104	2.41
1105	2.44
1106	2.46
1107	2.49
1108	2.51
1109	2.54
1110	2.57
1111	2.59
1112	2.62
1113	2.65
1114	2.68
1115	2.70
1116	2.73
1117	2.76
1118	2.79
1119	2.82
1120	2.84
1121	2.87
1122	2.90
1123	2.93
1124	2.97
1125	2.99
1126	3.02
1127	3.05
1128	3.08
1129	3.11
1130	3.14
1131	3.17
1132	3.20
1133	3.22
1134	3.25
1135	3.28
1136	3.31
1137	3.34
1138	3.37
1139	3.40
1140	3.43
1141	3.46
1142	3.49
1143	3.52
1144	3.55
1145	3.58
1146	3.61
1147	3.64
1148	3.67
1149	3.70
1150	3.73
1151	3.76
1152	3.80
1153	3.83
1154	3.86
1155	3.89
1156	3.92
1157	3.96
1158	3.99
1159	4.02
1160	4.05
1161	4.08
1162	4.12
1163	4.15
1164	4.18
1165	4.21
1166	4.25
1167	4.28
1168	4.31
1169	4.34
1170	4.37
1171	4.40
1172	4.44
1173	4.47
1174	4.50
1175	4.53
1176	4.57
1177	4.60
1178	4.63
1179	4.66
1180	4.69
1181	4.72
1182	4.76
1183	4.79
1184	4.82
1185	4.86
1186	4.89
1187	4.92
1188	4.96
1189	4.99
1190	5.02
1191	5.05
1192	5.09
1193	5.12
1194	5.16
1195	5.19
1196	5.23
1197	5.26
1198	5.30
1199	5.33
1200	5.37
