# Wavelength (µm)	QE
3.447	0.291895459
3.448	0.28876276
3.449	0.285533263
3.4501	0.282215769
3.451	0.279100669
3.452	0.275721577
3.453	0.272377684
3.4541	0.269086589
3.455	0.2656195
3.456	0.262258008
3.457	0.258949314
3.4581	0.255737416
3.459	0.25249032
3.46	0.249296023
3.461	0.24625132
3.462	0.243215417
3.4629	0.240029919
3.464	0.237222809
3.465	0.234195706
3.466	0.231397395
3.4669	0.228572686
3.468	0.225686378
3.469	0.222914467
3.47	0.220256952
3.4711	0.217581837
3.472	0.214968321
3.473	0.212134812
3.474	0.2093629
3.475	0.206590989
3.4759	0.203854277
3.477	0.201055966
3.478	0.198213657
3.479	0.195573742
3.4801	0.192872228
3.481	0.19000352
3.482	0.187117212
3.483	0.184310102
3.484	0.181370996
3.4851	0.17842309
3.486	0.175431186
3.487	0.172307286
3.488	0.169350581
3.489	0.166270679
3.4899	0.163322774
3.491	0.160436466
3.492	0.157453361
3.493	0.154628652
3.494	0.151830341
3.4949	0.14906723
3.496	0.146374516
3.497	0.143813798
3.498	0.141305878
3.499	0.138797958
3.4999	0.136404435
3.501	0.134186906
3.502	0.132004576
3.503	0.12999824
3.504	0.128053502
3.5049	0.126311158
3.506	0.124604013
3.507	0.122967265
3.508	0.121277719
3.509	0.119772967
3.5101	0.118321014
3.511	0.116781063
3.512	0.115434706
3.513	0.114035551
3.514	0.112733193
3.5151	0.111360436
3.516	0.110066878
3.517	0.108843717
3.518	0.107638156
3.519	0.106441394
3.52	0.105279831
3.5209	0.104100669
3.522	0.102859908
3.523	0.101671946
3.524	0.100413587
3.525	0.099216825
3.5261	0.097914467
3.5269	0.09657691
3.528	0.095160155
3.529	0.093690602
3.53	0.092018655
3.531	0.090443506
3.5321	0.088894755
3.533	0.087328405
3.534	0.085710137
3.535	0.084094509
3.536	0.082482401
3.537	0.080902851
3.5381	0.079303942
3.539	0.077793911
3.54	0.076230201
3.541	0.074754488
3.542	0.073263816
3.543	0.071783703
3.5441	0.070365188
3.5449	0.069080429
3.546	0.067784231
3.547	0.06656987
3.548	0.065377508
3.549	0.064277543
3.55	0.063232137
3.5509	0.06219993
3.552	0.061230201
3.553	0.06031063
3.554	0.059460577
3.555	0.05874428
3.556	0.058059662
3.5571	0.057382084
3.5579	0.056740584
3.559	0.056092045
3.56	0.055490144
3.561	0.054942802
3.562	0.05438314
3.563	0.053864836
3.5641	0.053295495
3.5649	0.052759592
3.566	0.052216649
3.567	0.051637628
3.568	0.051138684
3.569	0.050608061
3.57	0.050064238
3.571	0.049535375
3.5719	0.049011792
3.573	0.048465329
3.574	0.047939986
3.575	0.047424322
3.576	0.046896339
3.577	0.046400915
3.578	0.04592397
3.5791	0.045422386
3.5799	0.044926962
3.581	0.044428018
3.582	0.043944034
3.583	0.043510208
3.584	0.043070222
3.585	0.042659275
3.586	0.04218937
3.587	0.041758184
3.5879	0.041323478
3.589	0.04092661
3.59	0.040563182
3.591	0.040152235
3.592	0.039809046
3.593	0.039415699
3.594	0.03906635
3.595	0.038692362
3.5961	0.038372052
3.5969	0.038064942
3.598	0.037758712
3.599	0.037454241
3.6	0.037148891
3.601	0.036891939
3.602	0.036596269
3.603	0.036343717
3.604	0.036106125
3.605	0.035883492
3.6061	0.035648539
3.6069	0.035424146
3.608	0.035166315
3.609	0.034970961
3.61	0.034772967
3.611	0.034583773
3.612	0.03437874
3.613	0.034153467
3.614	0.033953713
3.615	0.03374164
3.6161	0.033565646
3.6169	0.033378212
3.6179	0.033221577
3.619	0.033066702
3.62	0.032910947
3.621	0.032695354
3.622	0.032481521
3.623	0.032254488
3.624	0.032057374
3.625	0.031843541
3.626	0.031641147
3.627	0.031458113
3.6281	0.03126364
3.6289	0.031068286
3.6299	0.030850933
3.631	0.03060982
3.632	0.030383668
3.633	0.030177754
3.634	0.029952482
3.635	0.029742168
3.636	0.029543295
3.637	0.029348821
3.638	0.029162267
3.639	0.028958993
3.64	0.028643963
3.641	0.028342133
3.6421	0.028075502
3.6429	0.027795671
3.6439	0.027525519
3.645	0.027296727
3.646	0.027117212
3.647	0.026946498
3.648	0.026791623
3.649	0.026617388
3.65	0.026495072
3.651	0.02625572
3.652	0.025959169
3.653	0.025743576
3.654	0.025561422
3.655	0.025410947
3.656	0.025285111
3.657	0.025097677
3.658	0.024915523
3.6591	0.024759768
3.6601	0.024560014
3.6609	0.02438314
3.6619	0.024197466
3.6629	0.024034671
3.664	0.023910595
3.665	0.023879796
3.666	0.023864836
3.667	0.023816438
3.668	0.023782999
3.669	0.023724041
3.67	0.023597325
3.671	0.023464449
3.672	0.023249736
3.673	0.023091341
3.674	0.022954065
3.675	0.022729673
3.676	0.022683914
3.677	0.022726153
3.678	0.022660155
3.679	0.02249032
3.68	0.022317846
3.681	0.022241288
3.682	0.02217441
3.683	0.022014256
3.684	0.021843541
3.685	0.021806582
3.686	0.021781943
3.687	0.021806582
3.688	0.021794263
3.6891	0.021739704
3.6901	0.021716825
3.6911	0.021672826
3.6921	0.021606829
3.6931	0.021438754
3.6941	0.021276839
3.6951	0.021189722
3.6959	0.021037487
3.6969	0.020994368
3.6979	0.021004928
3.6989	0.021003168
3.6999	0.021055086
3.7009	0.021026047
3.7019	0.020976769
3.7029	0.020974129
3.7039	0.021068286
3.7049	0.021093805
3.7059	0.021030447
3.7069	0.02094421
3.7079	0.020967969
3.7089	0.021045407
3.7099	0.021053326
3.7109	0.021033087
3.7119	0.020990848
3.7129	0.020850933
3.7139	0.020764696
3.7149	0.020712777
3.7159	0.020682858
3.7169	0.020659099
3.7181	0.020716297
3.7191	0.020702218
3.7201	0.020684618
3.7211	0.020748856
3.7221	0.020849173
3.7231	0.020832453
3.7241	0.020830693
3.725	0.020835093
3.726	0.020822774
3.727	0.020794615
3.728	0.020694298
3.729	0.02061862
3.73	0.0206283
3.731	0.020650299
3.732	0.020738296
3.733	0.020787575
3.734	0.020725097
3.735	0.020555262
3.736	0.020397747
3.737	0.020336149
3.738	0.020379268
3.739	0.020340549
3.74	0.020285111
3.741	0.020121436
3.742	0.019953361
3.743	0.019878564
3.744	0.019940162
3.745	0.019930482
3.746	0.019794087
3.747	0.019644491
3.748	0.019545935
3.749	0.019486096
3.7499	0.019399859
3.7509	0.019340901
3.7519	0.019300422
3.7531	0.019298662
3.7541	0.019198346
3.755	0.019127068
3.756	0.019105069
3.757	0.01906371
3.758	0.019044351
3.759	0.01907515
3.76	0.019192186
3.761	0.019278423
3.762	0.019268743
3.763	0.019264344
3.764	0.019304822
3.765	0.019332981
3.766	0.019457937
3.767	0.019544175
3.768	0.019527455
3.7689	0.019519535
3.7701	0.019556494
3.7711	0.01967969
3.772	0.019780887
3.773	0.019820486
3.774	0.019815206
3.775	0.019865364
3.776	0.019886484
3.777	0.019893523
3.778	0.019904083
3.779	0.019979761
3.78	0.019926082
3.781	0.019846005
3.782	0.019834565
3.7829	0.019807286
3.7841	0.019750968
3.785	0.01969817
3.786	0.01970081
3.787	0.01969905
3.788	0.01968145
3.789	0.019668251
3.79	0.01967529
3.791	0.019668251
3.792	0.019712249
3.793	0.019779127
3.7939	0.019794087
3.7951	0.019754488
3.796	0.019728969
3.797	0.01969905
3.798	0.019658571
3.799	0.019564414
3.8	0.019471137
3.801	0.019414819
3.802	0.019407779
3.803	0.019406019
3.804	0.019403379
3.8051	0.019473777
3.806	0.019477297
3.807	0.019438578
3.808	0.019468497
3.809	0.019505456
3.81	0.019471137
3.811	0.0193849
3.812	0.019355861
3.813	0.019281063
3.8139	0.019221225
3.8151	0.019221225
3.816	0.019220345
3.817	0.019194826
3.818	0.019186026
3.819	0.019186026
3.82	0.019219465
3.821	0.019235304
3.8219	0.019227385
3.8231	0.019248504
3.824	0.019325062
3.825	0.019406019
3.826	0.019413059
3.827	0.019340901
3.828	0.019305702
3.829	0.019283703
3.8299	0.019304822
3.8311	0.01937346
3.832	0.0193717
3.833	0.019331221
3.834	0.019347061
3.835	0.019425378
3.836	0.019530975
3.8369	0.019590813
3.8381	0.019715769
3.839	0.019736888
3.84	0.019665611
3.841	0.019580253
3.842	0.019542415
3.843	0.019526575
3.8439	0.019529215
3.8451	0.019551214
3.846	0.019585533
3.847	0.019596973
3.848	0.019591693
3.849	0.019598733
3.85	0.019611932
3.8509	0.01969201
3.852	0.019773847
3.853	0.019820486
3.854	0.019846885
3.855	0.019850405
3.856	0.019863604
3.8569	0.019858325
3.8581	0.019876804
3.859	0.019887364
3.86	0.019894403
3.861	0.019875924
3.862	0.019869764
3.8629	0.019834565
3.8641	0.019911123
3.865	0.019965681
3.866	0.020061598
3.867	0.020114396
3.868	0.020124956
3.8689	0.020134636
3.87	0.020148715
3.871	0.020155755
3.872	0.020185674
3.873	0.020214713
3.874	0.020251672
3.8751	0.020255192
3.876	0.020251672
3.877	0.020253432
3.878	0.020263112
3.879	0.020281591
3.8799	0.02030535
3.881	0.020293911
3.882	0.020373988
3.883	0.020397747
3.884	0.020420627
3.8849	0.020444386
3.886	0.020463745
3.887	0.020494544
3.888	0.020524463
3.889	0.020517423
3.8899	0.020528863
3.891	0.020550862
3.892	0.020597501
3.893	0.02064062
3.894	0.020644139
3.8949	0.02063094
3.896	0.02063974
3.897	0.020658219
3.898	0.020694298
3.899	0.020705737
3.8999	0.020706617
3.901	0.020728617
3.902	0.020773495
3.903	0.020798134
3.904	0.020832453
3.9051	0.020821894
3.906	0.020857093
3.907	0.020861492
3.908	0.020867652
3.9089	0.020865012
3.91	0.020869412
3.911	0.020878212
3.912	0.020878212
3.913	0.020893171
3.9141	0.020903731
3.915	0.020910771
3.916	0.020911651
3.917	0.020911651
3.9179	0.020912531
3.919	0.02093805
3.92	0.020955649
3.921	0.020967089
3.9219	0.02095301
3.923	0.02094421
3.924	0.02092925
3.925	0.02094069
3.926	0.020914291
3.927	0.020883492
3.928	0.020875572
3.929	0.020852693
3.93	0.020875572
3.931	0.020880852
3.932	0.020871172
3.933	0.020888772
3.934	0.020894051
3.935	0.020882612
3.936	0.020877332
3.937	0.020877332
3.938	0.020861492
3.939	0.020862372
3.94	0.020858853
3.941	0.020842133
3.9419	0.020837733
3.943	0.020837733
3.944	0.020826294
3.945	0.020825414
3.9459	0.020806934
3.947	0.020821014
3.948	0.020817494
3.949	0.020843893
3.9501	0.020840373
3.951	0.020850053
3.952	0.020859732
3.953	0.020856213
3.954	0.020858853
3.955	0.020825414
3.956	0.020800774
3.9569	0.020806934
3.958	0.020797254
3.959	0.020775255
3.96	0.020767335
3.961	0.020779655
3.962	0.020753256
3.963	0.020741816
3.9639	0.020729497
3.965	0.020745336
3.966	0.020750616
3.967	0.020754136
3.968	0.020751496
3.969	0.020755016
3.97	0.020744456
3.9711	0.020777895
3.972	0.020794615
3.973	0.020805174
3.9739	0.020771735
3.975	0.020772615
3.976	0.020776135
3.977	0.020761176
3.978	0.020745336
3.979	0.020753256
3.98	0.020767335
3.9811	0.020762056
3.982	0.020740056
3.983	0.020723337
3.9839	0.020740936
3.985	0.020745336
3.986	0.020328229
3.9869	0.020756776
3.988	0.020894931
3.989	0.020414467
3.99	0.020295671
3.991	0.020840373
3.992	0.020844773
3.993	0.020579901
3.994	0.020369588
3.995	0.020478705
3.996	0.021070926
3.997	0.020735656
3.998	0.020736682
3.999	0.020737708
4	0.020738733
4.001	0.020739759
4.002	0.020740785
4.003	0.02074181
4.004	0.020742836
4.005	0.020743861
4.006	0.020744887
4.007	0.020745913
4.008	0.020746938
4.009	0.020747964
4.01	0.02074899
4.011	0.020750015
4.012	0.020751041
4.013	0.020752067
4.014	0.020753092
4.015	0.020754118
4.016	0.020755143
4.017	0.020756169
4.018	0.020757195
4.019	0.02075822
4.02	0.020759246
4.021	0.020760272
4.022	0.020761297
4.023	0.020762323
4.024	0.020763348
4.025	0.020764374
4.026	0.0207654
4.027	0.020766425
4.028	0.020767451
4.029	0.020768477
4.03	0.020769502
4.031	0.020770528
4.032	0.020771553
4.033	0.020772579
4.034	0.020773605
4.035	0.02077463
4.036	0.020775656
4.037	0.020776682
4.038	0.020777707
4.039	0.020778733
4.04	0.020779758
4.041	0.020780784
4.042	0.02078181
4.043	0.020782835
4.044	0.020783861
4.045	0.020784887
4.046	0.020785912
4.047	0.020786938
4.048	0.020787964
4.049	0.020788989
4.05	0.020790015
4.051	0.02079104
4.052	0.020792066
4.053	0.020793092
4.054	0.020794117
4.055	0.020795143
4.056	0.020796169
4.057	0.020797194
4.058	0.02079822
4.059	0.020799245
4.06	0.020800271
4.061	0.020801297
4.062	0.020802322
4.063	0.020803348
4.064	0.020804374
4.065	0.020805399
4.066	0.020806425
4.067	0.02080745
4.068	0.020808476
4.069	0.020809502
4.07	0.020810527
4.071	0.020811553
4.072	0.020812579
4.073	0.020813604
4.074	0.02081463
4.075	0.020815655
4.076	0.020816681
4.077	0.020817707
4.078	0.020818732
4.079	0.020819758
4.08	0.020820784
4.081	0.020821809
4.082	0.020822835
4.083	0.02082386
4.084	0.020824886
4.085	0.020825912
4.086	0.020826937
4.087	0.020827963
4.088	0.020828989
4.089	0.020830014
4.09	0.02083104
4.091	0.020832066
4.092	0.020833091
4.093	0.020834117
4.094	0.020835142
4.095	0.020836168
4.096	0.020837194
4.097	0.020838219
4.098	0.020839245
4.099	0.020840271
4.1	0.020841296
4.101	0.020842322
4.102	0.020843347
4.103	0.020844373
4.104	0.020845399
4.105	0.020846424
4.106	0.02084745
4.107	0.020848476
4.108	0.020849501
4.109	0.020850527
4.11	0.020851552
4.111	0.020852578
4.112	0.020853604
4.113	0.020854629
4.114	0.020855655
4.115	0.020856681
4.116	0.020857706
4.117	0.020858732
4.118	0.020859757
4.119	0.020860783
4.12	0.020861809
4.121	0.020862834
4.122	0.02086386
4.123	0.020864886
4.124	0.020865911
4.125	0.020866937
4.126	0.020867963
4.127	0.020868988
4.128	0.020870014
4.129	0.020871039
4.13	0.020872065
4.131	0.020873091
4.132	0.020874116
4.133	0.020875142
4.134	0.020876168
4.135	0.020877193
4.136	0.020878219
4.137	0.020879244
4.138	0.02088027
4.139	0.020881296
4.14	0.020882321
4.141	0.020883347
4.142	0.020884373
4.143	0.020885398
4.144	0.020886424
4.145	0.020887449
4.146	0.020888475
4.147	0.020889501
4.148	0.020890526
4.149	0.020891552
4.15	0.020892578
4.151	0.020893603
4.152	0.020894629
4.153	0.020895654
4.154	0.02089668
4.155	0.020897706
4.156	0.020898731
4.157	0.020899757
4.158	0.020900783
4.159	0.020901808
4.16	0.020902834
4.161	0.020903859
4.162	0.020904885
4.163	0.020905911
4.164	0.020906936
4.165	0.020907962
4.166	0.020908988
4.167	0.020910013
4.168	0.020911039
4.169	0.020912065
4.17	0.02091309
4.171	0.020914116
4.172	0.020915141
4.173	0.020916167
4.174	0.020917193
4.175	0.020918218
4.176	0.020919244
4.177	0.02092027
4.178	0.020921295
4.179	0.020922321
4.18	0.020923346
4.181	0.020924372
4.182	0.020925398
4.183	0.020926423
4.184	0.020927449
4.185	0.020928475
4.186	0.0209295
4.187	0.020930526
4.188	0.020931551
4.189	0.020932577
4.19	0.020933603
4.191	0.020934628
4.192	0.020935654
4.193	0.02093668
4.194	0.020937705
4.195	0.020938731
4.196	0.020939756
4.197	0.020940782
4.198	0.020941808
4.199	0.020942833
4.2	0.020943859
4.201	0.020944885
4.202	0.02094591
4.203	0.020946936
4.204	0.020947962
4.205	0.020948987
4.206	0.020950013
4.207	0.020951038
4.208	0.020952064
4.209	0.02095309
4.21	0.020954115
4.211	0.020955141
4.212	0.020956167
4.213	0.020957192
4.214	0.020958218
4.215	0.020959243
4.216	0.020960269
4.217	0.020961295
4.218	0.02096232
4.219	0.020963346
4.22	0.020964372
4.221	0.020965397
4.222	0.020966423
4.223	0.020967448
4.224	0.020968474
4.225	0.0209695
4.226	0.020970525
4.227	0.020971551
4.228	0.020972577
4.229	0.020973602
4.23	0.020974628
4.231	0.020975653
4.232	0.020976679
4.233	0.020977705
4.234	0.02097873
4.235	0.020979756
4.236	0.020980782
4.237	0.020981807
4.238	0.020982833
4.239	0.020983859
4.24	0.020984884
4.241	0.02098591
4.242	0.020986935
4.243	0.020987961
4.244	0.020988987
4.245	0.020990012
4.246	0.020991038
4.247	0.020992064
4.248	0.020993089
4.249	0.020994115
4.25	0.02099514
4.251	0.020996166
4.252	0.020997192
4.253	0.020998217
4.254	0.020999243
4.255	0.021000269
4.256	0.021001294
4.257	0.02100232
4.258	0.021003345
4.259	0.021004371
4.26	0.021005397
4.261	0.021006422
4.262	0.021007448
4.263	0.021008474
4.264	0.021009499
4.265	0.021010525
4.266	0.02101155
4.267	0.021012576
4.268	0.021013602
4.269	0.021014627
4.27	0.021015653
4.271	0.021016679
4.272	0.021017704
4.273	0.02101873
4.274	0.021019755
4.275	0.021020781
4.276	0.021021807
4.277	0.021022832
4.278	0.021023858
4.279	0.021024884
4.28	0.021025909
4.281	0.021026935
4.282	0.021027961
4.283	0.021028986
4.284	0.021030012
4.285	0.021031037
4.286	0.021032063
4.287	0.021033089
4.288	0.021034114
4.289	0.02103514
4.29	0.021036166
4.291	0.021037191
4.292	0.021038217
4.293	0.021039242
4.294	0.021040268
4.295	0.021041294
4.296	0.021042319
4.297	0.021043345
4.298	0.021044371
4.299	0.021045396
4.3	0.021046422
4.301	0.021047447
4.302	0.021048473
4.303	0.021049499
4.304	0.021050524
4.305	0.02105155
4.306	0.021052576
4.307	0.021053601
4.308	0.021054627
4.309	0.021055652
4.31	0.021056678
4.311	0.021057704
4.312	0.021058729
4.313	0.021059755
4.314	0.021060781
4.315	0.021061806
4.316	0.021062832
4.317	0.021063858
4.318	0.021064883
4.319	0.021065909
4.32	0.021066934
4.321	0.02106796
4.322	0.021068986
4.323	0.021070011
4.324	0.021071037
4.325	0.021072063
4.326	0.021073088
4.327	0.021074114
4.328	0.021075139
4.329	0.021076165
4.33	0.021077191
4.331	0.021078216
4.332	0.021079242
4.333	0.021080268
4.334	0.021081293
4.335	0.021082319
4.336	0.021083344
4.337	0.02108437
4.338	0.021085396
4.339	0.021086421
4.34	0.021087447
4.341	0.021088473
4.342	0.021089498
4.343	0.021090524
4.344	0.021091549
4.345	0.021092575
4.346	0.021093601
4.347	0.021094626
4.348	0.021095652
4.349	0.021096678
4.35	0.021097703
4.351	0.021098729
4.352	0.021099755
4.353	0.02110078
4.354	0.021101806
4.355	0.021102831
4.356	0.021103857
4.357	0.021104883
4.358	0.021105908
4.359	0.021106934
4.36	0.02110796
4.361	0.021108985
4.362	0.021110011
4.363	0.021111036
4.364	0.021112062
4.365	0.021113088
4.366	0.021114113
4.367	0.021115139
4.368	0.021116165
4.369	0.02111719
4.37	0.021118216
4.371	0.021119241
4.372	0.021120267
4.373	0.021121293
4.374	0.021122318
4.375	0.021123344
4.376	0.02112437
4.377	0.021125395
4.378	0.021126421
4.379	0.021127446
4.38	0.021128472
4.381	0.021129498
4.382	0.021130523
4.383	0.021131549
4.384	0.021132575
4.385	0.0211336
4.386	0.021134626
4.387	0.021135651
4.388	0.021136677
4.389	0.021137703
4.39	0.021138728
4.391	0.021139754
4.392	0.02114078
4.393	0.021141805
4.394	0.021142831
4.395	0.021143857
4.396	0.021144882
4.397	0.021145908
4.398	0.021146933
4.399	0.021147959
4.4	0.021148985
4.401	0.02115001
4.402	0.021151036
4.403	0.021152062
4.404	0.021153087
4.405	0.021154113
4.406	0.021155138
4.407	0.021156164
4.408	0.02115719
4.409	0.021158215
4.41	0.021159241
4.411	0.021160267
4.412	0.021161292
4.413	0.021162318
4.414	0.021163343
4.415	0.021164369
4.416	0.021165395
4.417	0.02116642
4.418	0.021167446
4.419	0.021168472
4.42	0.021169497
4.421	0.021170523
4.422	0.021171548
4.423	0.021172574
4.424	0.0211736
4.425	0.021174625
4.426	0.021175651
4.427	0.021176677
4.428	0.021177702
4.429	0.021178728
4.43	0.021179754
4.431	0.021180779
4.432	0.021181805
4.433	0.02118283
4.434	0.021183856
4.435	0.021184882
4.436	0.021185907
4.437	0.021186933
4.438	0.021187959
4.439	0.021188984
4.44	0.02119001
4.441	0.021191035
4.442	0.021192061
4.443	0.021193087
4.444	0.021194112
4.445	0.021195138
4.446	0.021196164
4.447	0.021197189
4.448	0.021198215
4.449	0.02119924
4.45	0.021200266
4.451	0.021201292
4.452	0.021202317
4.453	0.021203343
4.454	0.021204369
4.455	0.021205394
4.456	0.02120642
4.457	0.021207445
4.458	0.021208471
4.459	0.021209497
4.46	0.021210522
4.461	0.021211548
4.462	0.021212574
4.463	0.021213599
4.464	0.021214625
4.465	0.021215651
4.466	0.021216676
4.467	0.021217702
4.468	0.021218727
4.469	0.021219753
4.47	0.021220779
4.471	0.021221804
4.472	0.02122283
4.473	0.021223856
4.474	0.021224881
4.475	0.021225907
4.476	0.021226932
4.477	0.021227958
4.478	0.021228984
4.479	0.021230009
4.48	0.021231035
4.481	0.021232061
4.482	0.021233086
4.483	0.021234112
4.484	0.021235137
4.485	0.021236163
4.486	0.021237189
4.487	0.021238214
4.488	0.02123924
4.489	0.021240266
4.49	0.021241291
4.491	0.021242317
4.492	0.021243342
4.493	0.021244368
4.494	0.021245394
4.495	0.021246419
4.496	0.021247445
4.497	0.021248471
4.498	0.021249496
4.499	0.021250522
4.5	0.021251547
4.501	0.021252573
4.502	0.021253599
4.503	0.021254624
4.504	0.02125565
4.505	0.021256676
4.506	0.021257701
4.507	0.021258727
4.508	0.021259753
4.509	0.021260778
4.51	0.021261804
4.511	0.021262829
4.512	0.021263855
4.513	0.021264881
4.514	0.021265906
4.515	0.021266932
4.516	0.021267958
4.517	0.021268983
4.518	0.021270009
4.519	0.021271034
4.52	0.02127206
4.521	0.021273086
4.522	0.021274111
4.523	0.021275137
4.524	0.021276163
4.525	0.021277188
4.526	0.021278214
4.527	0.021279239
4.528	0.021280265
4.529	0.021281291
4.53	0.021282316
4.531	0.021283342
4.532	0.021284368
4.533	0.021285393
4.534	0.021286419
4.535	0.021287444
4.536	0.02128847
4.537	0.021289496
4.538	0.021290521
4.539	0.021291547
4.54	0.021292573
4.541	0.021293598
4.542	0.021294624
4.543	0.02129565
4.544	0.021296675
4.545	0.021297701
4.546	0.021298726
4.547	0.021299752
4.548	0.021300778
4.549	0.021301803
4.55	0.021302829
4.551	0.021303855
4.552	0.02130488
4.553	0.021305906
4.554	0.021306931
4.555	0.021307957
4.556	0.021308983
4.557	0.021310008
4.558	0.021311034
4.559	0.02131206
4.56	0.021313085
4.561	0.021314111
4.562	0.021315136
4.563	0.021316162
4.564	0.021317188
4.565	0.021318213
4.566	0.021319239
4.567	0.021320265
4.568	0.02132129
4.569	0.021322316
4.57	0.021323341
4.571	0.021324367
4.572	0.021325393
4.573	0.021326418
4.574	0.021327444
4.575	0.02132847
4.576	0.021329495
4.577	0.021330521
4.578	0.021331546
4.579	0.021332572
4.58	0.021333598
4.581	0.021334623
4.582	0.021335649
4.583	0.021336675
4.584	0.0213377
4.585	0.021338726
4.586	0.021339752
4.587	0.021340777
4.588	0.021341803
4.589	0.021342828
4.59	0.021343854
4.591	0.02134488
4.592	0.021345905
4.593	0.021346931
4.594	0.021347957
4.595	0.021348982
4.596	0.021350008
4.597	0.021351033
4.598	0.021352059
4.599	0.021353085
4.6	0.02135411
4.601	0.021355136
